date,hospital_id,dow,weekend,month,holiday,temp_c,rain_mm,flu_index,trauma_cases,scheduled_surgeries,donation_campaign,supply_shock,blood_type,stock_start,units_collected,units_used,wastage,stock_end,critical_stock,stockout_next_day,heavy_demand,heavy_demand_next_day,days_until_stockout,net_change,units_used_lag1,units_used_lag7,units_used_lag30,units_collected_lag1,units_collected_lag7,units_collected_lag30,stock_start_lag1,stock_start_lag7,stock_start_lag30,units_used_roll7_mean,units_used_roll30_mean,units_used_roll7_std,units_used_roll30_std,units_collected_roll7_mean,units_collected_roll30_mean,units_collected_roll7_std,units_collected_roll30_std,cover_days,usage_trend_7d,usage_trend_30d,surgeries_per_stock,trauma_per_stock,demand_pressure,stockout_lag1,stockout_lag7,stockout_roll7_sum
2020-01-12,Central,3,0,1,0,23.735045331491914,17.731204977735892,0.6331527546620797,5,22,0,0,A+,29,6,8,0,27,0,0,0,0,8.0,-2,9.0,6.0,,2.0,4.0,,36.0,53.0,,7.142857142857143,7.545454545454546,2.734262327610589,2.46429041972071,4.142857142857143,4.454545454545454,2.9113897843110044,2.423371055519,4.05999943160008,1.1428571428571432,,0.7333333333333333,0.16666666666666666,0.9,0.0,0.0,0.0
2020-01-13,Central,4,0,1,0,21.37759016785513,1.322889763193518,0.5610953672741334,4,21,0,0,A+,27,3,8,0,22,0,0,0,0,7.0,-5,8.0,5.0,,6.0,3.0,,29.0,49.0,,7.428571428571429,7.583333333333333,2.699206232527312,2.3532698077098573,4.428571428571429,4.583333333333333,2.9920529661723827,2.3532698077098573,3.6346148953403024,2.428571428571429,,0.75,0.14285714285714285,0.8928571428571429,0.0,0.0,0.0
2020-01-14,Central,5,1,1,0,20.095035440213227,19.10322742728198,0.6670791362989076,7,6,0,0,A+,22,3,10,0,15,0,0,0,0,6.0,-7,8.0,9.0,,3.0,1.0,,27.0,46.0,,7.857142857142857,7.615384615384615,2.478478796128211,2.2560460078960247,4.428571428571429,4.461538461538462,2.9920529661723827,2.2954805094425805,2.799999643636409,-1.1428571428571432,,0.2608695652173913,0.30434782608695654,0.5652173913043478,0.0,0.0,0.0
2020-01-15,Central,6,1,1,0,25.98918744601307,4.853340818304855,0.6228660911682035,6,6,0,0,A+,15,4,3,0,16,0,0,0,0,5.0,1,10.0,7.0,,3.0,5.0,,22.0,38.0,,8.0,7.785714285714286,2.5819888974716116,2.2592909516916153,4.714285714285714,4.357142857142857,2.6903708365381975,2.2397507710643874,1.8749997656250295,1.0,,0.375,0.375,0.75,0.0,0.0,0.0
2020-01-16,Central,0,0,1,0,26.483378209727327,3.5399079302018115,0.7169155433793761,6,24,0,0,A+,16,8,9,0,15,0,0,0,0,4.0,-1,3.0,11.0,,4.0,4.0,,15.0,36.0,,7.428571428571429,7.466666666666667,3.2071349029490928,2.503331114069145,4.571428571428571,4.333333333333333,2.6992062325273123,2.160246899469287,2.153845863905364,-3.571428571428571,,1.411764705882353,0.35294117647058826,1.7647058823529411,0.0,0.0,0.0
2020-01-17,Central,1,0,1,0,23.916172108868288,0.2081245260677448,0.5325415783765703,5,21,0,0,A+,15,6,3,0,18,0,0,0,0,3.0,3,9.0,3.0,,8.0,10.0,,16.0,29.0,,7.142857142857143,7.5625,2.9113897843110044,2.448639077800837,5.142857142857143,4.5625,2.968084198523319,2.27943706500823,2.099999706000041,4.142857142857143,,1.3125,0.3125,1.625,0.0,0.0,0.0
2020-01-18,Central,2,0,1,0,23.78304245738312,11.84204777046192,0.5443245910663437,2,19,0,0,A+,18,4,9,0,13,0,0,0,0,2.0,-5,3.0,9.0,,6.0,2.0,,15.0,36.0,,7.142857142857143,7.294117647058823,2.9113897843110044,2.616407505587407,4.571428571428571,4.647058823529412,2.14919697074224,2.234423204951007,2.519999647200049,-1.8571428571428568,,1.0,0.10526315789473684,1.105263157894737,0.0,0.0,0.0
2020-01-19,Central,3,0,1,0,28.86214632731697,16.541173786604446,0.5770093310760659,2,26,0,0,A+,13,3,7,1,8,1,0,0,0,1.0,-5,9.0,8.0,,4.0,6.0,,18.0,29.0,,7.142857142857143,7.388888888888889,2.9113897843110044,2.5699368014405906,4.857142857142857,4.611111111111111,1.8644544714716091,2.1730674684008826,1.8199997452000356,-0.8571428571428568,,1.8571428571428572,0.14285714285714285,2.0,0.0,0.0,0.0
2020-01-20,Central,4,0,1,0,17.330185978742833,3.5987035324778285,0.557644845810714,5,19,0,0,A+,8,2,3,0,7,1,1,0,0,60.0,-1,7.0,8.0,,3.0,3.0,,13.0,27.0,,7.0,7.368421052631579,2.886751345948129,2.4991226530700166,4.428571428571429,4.526315789473684,1.902379462422684,2.1439429162340526,1.14285697959186,-1.0,,2.111111111111111,0.5555555555555556,2.6666666666666665,0.0,0.0,0.0
2020-01-21,Central,5,1,1,0,30.09022529329372,1.093007664614802,0.6273244440752408,5,10,0,1,A+,7,1,9,0,0,1,1,0,1,60.0,-8,3.0,10.0,,2.0,3.0,,8.0,22.0,,6.285714285714286,7.15,3.1997023671109215,2.6212692787233722,4.285714285714286,4.4,2.0586634591635513,2.1618705350983243,1.1136361864669704,-3.7142857142857144,,1.25,0.625,1.875,1.0,0.0,1.0
2020-01-22,Central,6,1,1,0,22.289900742556675,5.169007979060997,0.6377230818036111,6,10,0,0,A+,0,3,11,0,0,1,0,1,0,1.0,-8,9.0,3.0,,1.0,4.0,,7.0,15.0,,6.142857142857143,7.238095238095238,3.0237157840738176,2.586595482574767,4.0,4.238095238095238,2.3804761428476167,2.233937373893053,0.0,3.1428571428571432,,10.0,6.0,16.0,1.0,0.0,2.0
2020-01-23,Central,0,0,1,0,24.047923257025857,1.876757068221054,0.6208926173526526,2,24,0,0,A+,0,10,8,0,2,1,1,0,0,60.0,2,11.0,9.0,,3.0,8.0,,0.0,16.0,,7.285714285714286,7.409090909090909,3.147183169877773,2.6486131305178406,3.857142857142857,4.181818181818182,2.410295378065479,2.1960215897187405,0.0,-1.7142857142857144,,24.0,2.0,26.0,0.0,0.0,2.0
2020-01-24,Central,1,0,1,0,24.34588272911592,1.1927989430202277,0.6210973763485216,6,22,0,0,A+,2,3,5,0,0,1,1,0,0,60.0,-2,8.0,3.0,,10.0,6.0,,0.0,15.0,,7.142857142857143,7.434782608695652,3.0783421635988546,2.5906490404130174,4.142857142857143,4.434782608695652,3.0237157840738176,2.4647715541666835,0.27999996080000544,4.142857142857143,,7.333333333333333,2.0,9.333333333333334,1.0,0.0,3.0
2020-01-25,Central,2,0,1,0,22.405620597326603,0.403142389756975,0.7381880171331348,5,27,0,0,A+,0,3,9,0,0,1,1,0,0,60.0,-6,5.0,9.0,,3.0,4.0,,2.0,18.0,,7.428571428571429,7.333333333333333,2.6992062325273127,2.581988897471611,3.7142857142857144,4.375,2.9277002188455996,2.4283202281484173,0.0,-1.5714285714285712,,27.0,5.0,32.0,1.0,0.0,4.0
2020-01-26,Central,3,0,1,0,26.403524939516068,6.149170676155468,0.6351194526990639,6,22,0,0,A+,0,3,9,0,0,1,1,0,0,60.0,-6,9.0,7.0,,3.0,3.0,,0.0,13.0,,7.428571428571429,7.4,2.6992062325273127,2.5495097567963922,3.5714285714285716,4.32,2.9358214555806383,2.3930454794396754,0.0,0.4285714285714288,,22.0,6.0,28.0,1.0,0.0,5.0
2020-01-27,Central,4,0,1,0,28.135174909380133,7.730589095323683,0.5946437461681439,8,24,0,0,A+,0,7,9,0,0,1,1,0,1,60.0,-2,9.0,3.0,,3.0,2.0,,0.0,8.0,,7.714285714285714,7.461538461538462,2.7516228977511754,2.51763014330174,3.5714285714285716,4.269230769230769,2.9358214555806383,2.35894370102709,0.0,4.714285714285714,,24.0,8.0,32.0,1.0,1.0,6.0
2020-01-28,Central,5,1,1,0,17.977839609044686,5.498160657825663,0.6331112228298155,5,11,0,0,A+,0,4,14,0,0,1,1,1,1,60.0,-10,9.0,9.0,,7.0,1.0,,0.0,7.0,,8.571428571428571,7.518518518518518,1.8126539343499328,2.4864304097111147,4.285714285714286,4.37037037037037,3.0937725468153876,2.3720836045090454,0.0,-0.4285714285714288,,11.0,5.0,16.0,1.0,1.0,6.0
2020-01-29,Central,6,1,1,0,25.86187978695314,9.87522549140338,0.6187520714158956,4,13,0,0,A+,0,1,13,0,0,1,1,1,0,60.0,-12,14.0,11.0,,4.0,3.0,,0.0,0.0,,9.285714285714286,7.75,2.7516228977511754,2.7301471945123588,4.714285714285714,4.357142857142857,2.751622897751174,2.3287937700192396,0.0,-1.7142857142857135,,13.0,4.0,17.0,1.0,0.0,6.0
2020-01-30,Central,0,0,1,0,27.651384002565333,1.921353512997108,0.6161844953464954,7,17,0,0,A+,0,5,10,0,0,1,1,0,0,60.0,-5,13.0,8.0,,1.0,10.0,,0.0,0.0,,9.571428571428571,7.931034482758621,3.047247001100221,2.8527059144753704,4.428571428571429,4.241379310344827,3.04724700110022,2.3702798571023678,0.0,1.5714285714285712,,17.0,7.0,24.0,1.0,1.0,7.0
2020-01-31,Central,1,0,1,0,24.33655261435768,11.627247574514344,0.4998682228715088,5,16,0,0,A+,0,7,10,0,0,1,1,0,0,60.0,-3,10.0,5.0,11.0,5.0,3.0,3.0,0.0,2.0,67.0,9.857142857142858,8.0,2.9680841985233193,2.8284271247461903,3.7142857142857144,4.266666666666667,1.8898223650461352,2.3331691239426986,0.0,4.857142857142858,-3.0,16.0,5.0,21.0,1.0,1.0,7.0
2020-02-01,Central,2,0,2,0,25.333218856084592,2.115006717468359,0.6608106468300683,2,22,0,0,A+,0,5,8,0,0,1,1,0,1,60.0,-3,10.0,9.0,6.0,7.0,3.0,5.0,0.0,0.0,58.0,10.571428571428571,7.966666666666667,2.070196678027065,2.797576948291002,4.285714285714286,4.4,2.214669705568282,2.3722534027579245,0.0,1.5714285714285712,1.9666666666666668,22.0,2.0,24.0,1.0,1.0,7.0
2020-02-02,Central,3,0,2,0,23.31706608336348,6.569942453132796,0.5905966266137496,3,16,1,0,A+,0,3,12,0,0,1,1,1,1,60.0,-9,8.0,9.0,8.0,5.0,3.0,6.0,0.0,0.0,57.0,10.428571428571429,8.033333333333333,2.2253945610567487,2.772815490999435,4.571428571428571,4.4,2.1491969707422385,2.3722534027579245,0.0,1.4285714285714288,0.033333333333333215,16.0,3.0,19.0,1.0,1.0,7.0
2020-02-03,Central,4,0,2,0,23.70460057601093,5.016996006126249,0.7062148905814153,1,27,0,0,A+,0,0,12,0,0,1,1,1,0,60.0,-12,12.0,9.0,8.0,3.0,7.0,6.0,0.0,0.0,55.0,10.857142857142858,8.166666666666666,2.1930626551751367,2.8657710442673046,4.571428571428571,4.3,2.1491969707422385,2.3657032197927808,0.0,1.8571428571428577,0.16666666666666607,27.0,1.0,28.0,1.0,1.0,7.0
2020-02-04,Central,5,1,2,0,23.044894584154783,0.6727912473627801,0.5713586649540456,5,10,0,0,A+,0,7,10,0,0,1,1,0,0,60.0,-3,12.0,14.0,6.0,0.0,4.0,4.0,0.0,0.0,53.0,11.285714285714286,8.3,2.0586634591635544,2.949576240750525,3.5714285714285716,4.1,2.4397501823713323,2.4684212461157964,0.0,-2.7142857142857135,2.3000000000000007,10.0,5.0,15.0,1.0,1.0,7.0
2020-02-05,Central,6,1,2,0,23.131137640450955,2.4472314634642123,0.5476573378649956,10,10,0,0,A+,0,2,10,0,0,1,1,0,0,60.0,-8,10.0,13.0,5.0,7.0,1.0,3.0,0.0,0.0,49.0,10.714285714285714,8.433333333333334,1.7043362064926966,2.932379677789464,4.0,4.2,2.768874620972691,2.5243640373574188,0.0,-2.2857142857142865,3.4333333333333336,10.0,10.0,20.0,1.0,1.0,7.0
2020-02-06,Central,0,0,2,0,29.94746057531425,4.475602405730355,0.6860992125973109,5,16,0,0,A+,0,2,8,0,0,1,1,0,1,60.0,-6,10.0,10.0,9.0,2.0,5.0,1.0,0.0,0.0,46.0,10.285714285714286,8.6,1.3801311186847114,2.8719811736968195,4.142857142857143,4.166666666666667,2.6095064302514768,2.5472545509089657,0.0,0.2857142857142865,-0.40000000000000036,16.0,5.0,21.0,1.0,1.0,7.0
2020-02-07,Central,1,0,2,0,24.13199303252643,17.133701994309487,0.5230327106926698,8,30,0,0,A+,0,7,11,0,0,1,1,1,0,60.0,-4,8.0,10.0,7.0,2.0,7.0,5.0,0.0,0.0,38.0,10.0,8.566666666666666,1.6329931618554543,2.872981550324635,3.7142857142857144,4.2,2.690370836538196,2.510666898627149,0.0,0.0,1.5666666666666664,30.0,8.0,38.0,1.0,1.0,7.0
2020-02-08,Central,2,0,2,0,25.202295567565404,6.887263983590932,0.5863673935068636,5,26,1,0,A+,0,8,9,0,0,1,1,0,0,60.0,-1,11.0,8.0,11.0,7.0,5.0,4.0,0.0,0.0,36.0,10.142857142857142,8.7,1.676163419695054,2.890531510603733,3.7142857142857144,4.266666666666667,2.690370836538196,2.5587353197979676,0.0,2.1428571428571423,-2.3000000000000007,26.0,5.0,31.0,1.0,1.0,7.0
2020-02-09,Central,3,0,2,0,26.21546045616569,3.1104463873796155,0.4534875132627901,2,27,0,0,A+,0,2,4,0,0,1,1,0,0,60.0,-2,9.0,12.0,3.0,8.0,3.0,10.0,0.0,0.0,29.0,10.285714285714286,8.633333333333333,1.496026483086194,2.858542350187607,4.142857142857143,4.4,3.132015933791494,2.6470543159754274,0.0,-1.7142857142857135,5.633333333333333,27.0,2.0,29.0,1.0,1.0,7.0
2020-02-10,Central,4,0,2,0,21.429835838103457,22.39212997293573,0.5552342171160408,4,25,0,0,A+,0,2,9,0,0,1,0,0,0,1.0,-7,4.0,12.0,9.0,2.0,0.0,2.0,0.0,0.0,36.0,9.142857142857142,8.666666666666666,2.6095064302514777,2.795727446304983,4.0,4.133333333333334,3.214550253664318,2.4597915994335127,0.0,-2.8571428571428577,-0.3333333333333339,25.0,4.0,29.0,1.0,1.0,7.0
2020-02-11,Central,5,1,2,0,23.56917709414821,8.74772832373191,0.522388038427887,5,10,0,0,A+,0,4,3,0,1,1,1,0,0,60.0,1,9.0,10.0,8.0,2.0,7.0,6.0,0.0,0.0,29.0,8.714285714285714,8.666666666666666,2.288688541085317,2.795727446304983,4.285714285714286,4.133333333333334,2.8702082220799303,2.4597915994335127,0.0,-1.2857142857142865,0.6666666666666661,10.0,5.0,15.0,0.0,1.0,6.0
2020-02-12,Central,6,1,2,0,24.488129499626503,1.5004548700981957,0.636186716051451,5,5,0,0,A+,1,6,7,0,0,1,1,0,0,60.0,-1,3.0,10.0,8.0,4.0,2.0,3.0,0.0,0.0,27.0,7.714285714285714,8.5,3.0394235042348456,2.9798171663421873,3.857142857142857,4.066666666666666,2.609506430251477,2.4344274032324718,0.1296296128257909,-2.2857142857142856,0.5,2.5,2.5,5.0,1.0,1.0,6.0
2020-02-13,Central,0,0,2,0,25.045341279136856,3.2897876087137696,0.6162710592495955,7,22,0,0,A+,0,4,7,0,0,1,1,0,0,60.0,-3,7.0,8.0,10.0,6.0,2.0,3.0,1.0,0.0,22.0,7.285714285714286,8.466666666666667,2.8702082220799285,2.9911747586494517,4.428571428571429,4.166666666666667,2.572750982712399,2.4506625892678047,0.0,-0.7142857142857144,-1.5333333333333332,22.0,7.0,29.0,1.0,1.0,6.0
2020-02-14,Central,1,0,2,0,22.48145493552176,1.6052428976690627,0.6267436102798172,3,22,0,0,A+,0,3,8,0,0,1,1,0,0,60.0,-5,7.0,11.0,3.0,4.0,7.0,4.0,0.0,0.0,15.0,7.142857142857143,8.366666666666667,2.8535691936340233,2.988291327409572,4.714285714285714,4.2,2.3603873774083284,2.4410286130349172,0.0,-3.8571428571428568,5.366666666666667,22.0,3.0,25.0,1.0,1.0,6.0
2020-02-15,Central,2,0,2,0,26.160139984505783,0.7106505321003399,0.6209628649659504,11,29,0,0,A+,0,9,9,0,0,1,1,0,0,60.0,0,8.0,9.0,9.0,3.0,8.0,8.0,0.0,0.0,16.0,6.714285714285714,8.533333333333333,2.360387377408326,2.8129421746919925,4.142857142857143,4.166666666666667,2.1930626551751335,2.4506625892678047,0.0,-2.2857142857142856,-0.4666666666666668,29.0,11.0,40.0,1.0,1.0,6.0
2020-02-16,Central,3,0,2,0,26.374714724324736,5.244692476526078,0.4678592681456586,4,17,0,0,A+,0,4,4,0,0,1,1,0,1,60.0,0,9.0,4.0,3.0,9.0,2.0,6.0,0.0,0.0,15.0,6.714285714285714,8.533333333333333,2.360387377408326,2.8129421746919925,4.285714285714286,4.2,2.497617912751115,2.5106668986271496,0.0,2.7142857142857144,5.533333333333333,17.0,4.0,21.0,1.0,1.0,6.0
2020-02-17,Central,4,0,2,0,29.066387435416623,2.2017868492556514,0.6432905288643624,3,20,0,0,A+,0,7,13,0,0,1,1,1,0,60.0,-6,4.0,9.0,9.0,4.0,2.0,4.0,0.0,0.0,18.0,6.714285714285714,8.566666666666666,2.360387377408326,2.7503395819592806,4.571428571428571,4.133333333333334,2.2990681342044397,2.4876707473310127,0.0,-2.2857142857142856,-0.43333333333333357,20.0,3.0,23.0,1.0,0.0,6.0
2020-02-18,Central,5,1,2,0,27.08851028511696,1.7795275485806306,0.657105610918592,4,11,0,1,A+,0,2,5,0,0,1,1,0,0,60.0,-3,13.0,3.0,7.0,7.0,4.0,3.0,0.0,0.0,13.0,7.285714285714286,8.7,3.3022358947782475,2.86657310726769,5.285714285714286,4.233333333333333,2.1380899352993943,2.5418338931232083,0.0,4.285714285714286,1.6999999999999993,11.0,4.0,15.0,1.0,1.0,7.0
2020-02-19,Central,6,1,2,0,24.729742152066965,2.7940924031961614,0.5167531157990053,8,12,0,0,A+,0,2,8,0,0,1,1,0,1,60.0,-6,5.0,7.0,3.0,2.0,6.0,2.0,0.0,1.0,8.0,7.571428571428571,8.633333333333333,2.9358214555806375,2.9300268721061866,5.0,4.2,2.4494897427831774,2.565016636364682,0.0,0.5714285714285712,5.633333333333333,12.0,8.0,20.0,1.0,1.0,7.0
2020-02-20,Central,0,0,2,0,27.900238703308563,18.305628464901964,0.5730139870345194,7,22,0,0,A+,0,8,12,0,0,1,1,1,0,60.0,-4,8.0,7.0,9.0,2.0,4.0,1.0,0.0,0.0,7.0,7.714285714285714,8.8,2.9277002188455983,2.734202272869641,4.428571428571429,4.2,2.6367367999823093,2.5650166363646822,0.0,0.7142857142857144,-0.1999999999999993,22.0,7.0,29.0,1.0,1.0,7.0
2020-02-21,Central,1,0,2,0,27.707448096340723,5.568412276775816,0.6141916891709552,7,18,0,0,A+,0,5,8,0,0,1,1,0,0,60.0,-3,12.0,8.0,11.0,8.0,3.0,3.0,0.0,0.0,0.0,8.428571428571429,8.9,3.309438162646486,2.7959330069424655,5.0,4.433333333333334,2.9439202887759484,2.5822114731280292,0.0,0.4285714285714288,-2.0999999999999996,18.0,7.0,25.0,1.0,1.0,7.0
2020-02-22,Central,2,0,2,0,19.91264632074097,8.050676768901344,0.5428900140770813,4,24,0,0,A+,0,2,6,0,0,1,1,0,0,60.0,-4,8.0,9.0,8.0,5.0,9.0,10.0,0.0,0.0,0.0,8.428571428571429,8.8,3.309438162646486,2.771778963173227,5.285714285714286,4.5,2.811540841738192,2.569717547876045,0.0,-0.5714285714285712,0.8000000000000007,24.0,4.0,28.0,1.0,1.0,7.0
2020-02-23,Central,3,0,2,0,28.4497823158283,7.129636572684535,0.5582941665090172,5,21,0,0,A+,0,4,7,0,0,1,1,0,0,60.0,-3,6.0,4.0,5.0,2.0,4.0,3.0,0.0,0.0,2.0,8.0,8.733333333333333,3.415650255319865,2.815392829004363,4.285714285714286,4.233333333333333,2.4976179127511147,2.3879486700041763,0.0,4.0,3.7333333333333325,21.0,5.0,26.0,1.0,1.0,7.0
2020-02-24,Central,4,0,2,0,25.874878186596245,9.09621963102312,0.5338635962466484,2,20,0,0,A+,0,5,9,0,0,1,1,0,0,60.0,-4,7.0,13.0,9.0,4.0,7.0,3.0,0.0,0.0,0.0,8.428571428571429,8.8,2.9920529661723823,2.746784954488955,4.285714285714286,4.266666666666667,2.4976179127511147,2.377093753440045,0.0,-4.571428571428571,-0.1999999999999993,20.0,2.0,22.0,1.0,1.0,7.0
2020-02-25,Central,5,1,2,0,25.95614931452636,1.3316213561806254,0.6839338897153079,5,12,0,1,A+,0,2,5,0,0,1,1,0,0,60.0,-3,9.0,5.0,9.0,5.0,2.0,3.0,0.0,0.0,0.0,7.857142857142857,8.8,2.267786838055361,2.746784954488955,4.0,4.333333333333333,2.236067977499789,2.3683739996670403,0.0,2.8571428571428568,-0.1999999999999993,12.0,5.0,17.0,1.0,1.0,7.0
2020-02-26,Central,6,1,2,0,26.119651098589102,1.0242487530304902,0.6548599228219729,7,11,0,0,A+,0,3,6,0,0,1,1,0,0,60.0,-3,5.0,8.0,9.0,2.0,2.0,7.0,0.0,0.0,0.0,7.857142857142857,8.666666666666666,2.2677868380553616,2.8324880415894294,4.0,4.3,2.236067977499789,2.3946780072946536,0.0,-0.14285714285714324,-0.3333333333333339,11.0,7.0,18.0,1.0,1.0,7.0
2020-02-27,Central,0,0,2,0,23.92314486868646,6.193028854389246,0.6438991055091301,2,25,1,0,A+,0,4,10,0,0,1,1,0,0,60.0,-6,6.0,12.0,14.0,3.0,8.0,4.0,0.0,0.0,0.0,7.571428571428571,8.566666666666666,2.3704530408864057,2.872981550324635,4.142857142857143,4.166666666666667,2.1157009420498145,2.350103935094601,0.0,-4.428571428571429,-5.433333333333334,25.0,2.0,27.0,1.0,1.0,7.0
2020-02-28,Central,1,0,2,0,21.177432447499704,9.423514089350231,0.518350158438933,1,25,0,0,A+,0,3,5,0,0,1,1,0,0,60.0,-2,10.0,8.0,13.0,4.0,5.0,1.0,0.0,0.0,0.0,7.285714285714286,8.433333333333334,1.7994708216848707,2.699723272323746,3.5714285714285716,4.166666666666667,1.2724180205607016,2.350103935094601,0.0,-0.7142857142857144,-4.566666666666666,25.0,1.0,26.0,1.0,1.0,7.0
2020-03-01,Central,2,0,3,0,25.937920444870898,1.5963851643261309,0.5760588236891795,8,22,0,0,A+,0,6,10,0,0,1,0,0,0,2.0,-4,5.0,6.0,10.0,3.0,2.0,5.0,0.0,0.0,0.0,6.857142857142857,8.166666666666666,1.9518001458970617,2.62722264960066,3.2857142857142856,4.233333333333333,1.1126972805283715,2.28463131158729,0.0,0.8571428571428568,-1.833333333333334,22.0,8.0,30.0,1.0,1.0,7.0
2020-03-02,Central,3,0,3,0,27.788766938254927,0.3816178388571084,0.5555046432920699,6,20,0,0,A+,0,7,6,0,1,1,0,0,0,1.0,1,10.0,7.0,10.0,6.0,4.0,7.0,0.0,0.0,0.0,7.428571428571429,8.166666666666666,2.2253945610567443,2.62722264960066,3.857142857142857,4.266666666666667,1.3451854182690968,2.303420744552932,0.0,0.4285714285714288,-1.833333333333334,20.0,6.0,26.0,0.0,1.0,6.0
