date,hospital_id,dow,weekend,month,holiday,temp_c,rain_mm,flu_index,trauma_cases,scheduled_surgeries,donation_campaign,supply_shock,blood_type,stock_start,units_collected,units_used,wastage,stock_end,critical_stock,stockout_next_day,heavy_demand,heavy_demand_next_day
2023-01-26,Central,3,0,1,0,26.403524939516068,6.149170676155468,0.6351194526990639,6,22,0,0,A+,0,3,9,0,0,1,1,0,0
2023-01-27,Central,4,0,1,0,28.135174909380133,7.730589095323683,0.5946437461681439,8,24,0,0,A+,0,7,9,0,0,1,1,0,1
2023-01-28,Central,5,1,1,0,17.977839609044686,5.498160657825663,0.6331112228298155,5,11,0,0,A+,0,4,14,0,0,1,1,1,1
2023-01-29,Central,6,1,1,0,25.86187978695314,9.87522549140338,0.6187520714158956,4,13,0,0,A+,0,1,13,0,0,1,1,1,0
2023-01-30,Central,0,0,1,0,27.651384002565333,1.921353512997108,0.6161844953464954,7,17,0,0,A+,0,5,10,0,0,1,1,0,0
2023-01-31,Central,1,0,1,0,24.33655261435768,11.627247574514344,0.49986822287150884,5,16,0,0,A+,0,7,10,0,0,1,1,0,0
2023-02-01,Central,2,0,2,0,25.333218856084592,2.115006717468359,0.6608106468300683,2,22,0,0,A+,0,5,8,0,0,1,1,0,1
2023-02-02,Central,3,0,2,0,23.317066083363482,6.5699424531327955,0.5905966266137496,3,16,1,0,A+,0,3,12,0,0,1,1,1,1
2023-02-03,Central,4,0,2,0,23.704600576010932,5.016996006126249,0.7062148905814153,1,27,0,0,A+,0,0,12,0,0,1,1,1,0
2023-02-04,Central,5,1,2,0,23.044894584154783,0.6727912473627801,0.5713586649540456,5,10,0,0,A+,0,7,10,0,0,1,1,0,0
2023-02-05,Central,6,1,2,0,23.131137640450955,2.4472314634642123,0.5476573378649956,10,10,0,0,A+,0,2,10,0,0,1,1,0,0
2023-02-06,Central,0,0,2,0,29.94746057531425,4.475602405730355,0.6860992125973109,5,16,0,0,A+,0,2,8,0,0,1,1,0,1
2023-02-07,Central,1,0,2,0,24.13199303252643,17.133701994309487,0.5230327106926698,8,30,0,0,A+,0,7,11,0,0,1,1,1,0
2023-02-08,Central,2,0,2,0,25.202295567565404,6.887263983590932,0.5863673935068636,5,26,1,0,A+,0,8,9,0,0,1,1,0,0
2023-02-09,Central,3,0,2,0,26.21546045616569,3.1104463873796155,0.4534875132627901,2,27,0,0,A+,0,2,4,0,0,1,1,0,0
2023-02-10,Central,4,0,2,0,21.429835838103457,22.392129972935734,0.5552342171160408,4,25,0,0,A+,0,2,9,0,0,1,0,0,0
2023-02-11,Central,5,1,2,0,23.56917709414821,8.74772832373191,0.522388038427887,5,10,0,0,A+,0,4,3,0,1,1,1,0,0
2023-02-12,Central,6,1,2,0,24.488129499626503,1.5004548700981957,0.636186716051451,5,5,0,0,A+,1,6,7,0,0,1,1,0,0
2023-02-13,Central,0,0,2,0,25.045341279136856,3.2897876087137696,0.6162710592495955,7,22,0,0,A+,0,4,7,0,0,1,1,0,0
2023-02-14,Central,1,0,2,0,22.48145493552176,1.6052428976690627,0.6267436102798172,3,22,0,0,A+,0,3,8,0,0,1,1,0,0
2023-02-15,Central,2,0,2,0,26.160139984505783,0.7106505321003399,0.6209628649659504,11,29,0,0,A+,0,9,9,0,0,1,1,0,0
2023-02-16,Central,3,0,2,0,26.374714724324736,5.244692476526078,0.4678592681456586,4,17,0,0,A+,0,4,4,0,0,1,1,0,1
2023-02-17,Central,4,0,2,0,29.066387435416626,2.2017868492556514,0.6432905288643624,3,20,0,0,A+,0,7,13,0,0,1,1,1,0
2023-02-18,Central,5,1,2,0,27.08851028511696,1.7795275485806306,0.657105610918592,4,11,0,1,A+,0,2,5,0,0,1,1,0,0
2023-02-19,Central,6,1,2,0,24.729742152066965,2.7940924031961614,0.5167531157990053,8,12,0,0,A+,0,2,8,0,0,1,1,0,1
2023-02-20,Central,0,0,2,0,27.900238703308563,18.305628464901964,0.5730139870345194,7,22,0,0,A+,0,8,12,0,0,1,1,1,0
2023-02-21,Central,1,0,2,0,27.707448096340723,5.568412276775816,0.6141916891709552,7,18,0,0,A+,0,5,8,0,0,1,1,0,0
2023-02-22,Central,2,0,2,0,19.91264632074097,8.050676768901344,0.5428900140770813,4,24,0,0,A+,0,2,6,0,0,1,1,0,0
2023-02-23,Central,3,0,2,0,28.4497823158283,7.129636572684535,0.5582941665090172,5,21,0,0,A+,0,4,7,0,0,1,1,0,0
2023-02-24,Central,4,0,2,0,25.874878186596245,9.096219631023121,0.5338635962466484,2,20,0,0,A+,0,5,9,0,0,1,1,0,0
2023-02-25,Central,5,1,2,0,25.956149314526357,1.3316213561806254,0.6839338897153079,5,12,0,1,A+,0,2,5,0,0,1,1,0,0
2023-02-26,Central,6,1,2,0,26.119651098589106,1.0242487530304902,0.6548599228219729,7,11,0,0,A+,0,3,6,0,0,1,1,0,0
2023-02-27,Central,0,0,2,0,23.92314486868646,6.193028854389246,0.6438991055091301,2,25,1,0,A+,0,4,10,0,0,1,1,0,0
2023-02-28,Central,1,0,2,0,21.177432447499704,9.423514089350233,0.518350158438933,1,25,0,0,A+,0,3,5,0,0,1,1,0,0
2023-03-01,Central,2,0,3,0,25.937920444870898,1.5963851643261309,0.5760588236891795,8,22,0,0,A+,0,6,10,0,0,1,0,0,0
2023-03-02,Central,3,0,3,0,27.788766938254927,0.3816178388571084,0.5555046432920699,6,20,0,0,A+,0,7,6,0,1,1,0,0,0
2023-03-03,Central,4,0,3,0,27.155276763930086,0.8981258959565949,0.5936216348914553,7,17,0,0,A+,1,6,4,0,3,1,1,0,1
2023-03-04,Central,5,1,3,0,28.04792442872907,0.3791895899558172,0.6796561108719938,8,8,0,0,A+,3,3,11,0,0,1,1,1,0
2023-03-05,Central,6,1,3,0,27.67619954540141,3.4621969746024095,0.6202307851975919,5,5,0,0,A+,0,2,10,0,0,1,1,0,1
2023-03-06,Central,0,0,3,0,24.289170750588486,4.314212321108292,0.5905911315659903,8,24,0,1,A+,0,0,11,0,0,1,1,1,0
2023-03-07,Central,1,0,3,0,32.016139111943566,4.339861534693537,0.5925361080277206,5,19,0,0,A+,0,1,8,0,0,1,1,0,0
2023-03-08,Central,2,0,3,0,27.388175166601176,5.379021085385353,0.6269266501284347,4,20,0,0,A+,0,3,10,0,0,1,1,0,1
2023-03-09,Central,3,0,3,0,29.44285017865188,0.8442828015462491,0.5532100692053599,2,22,0,0,A+,0,6,14,0,0,1,1,1,0
2023-03-10,Central,4,0,3,0,22.521421768751054,4.152279001343348,0.5917263909140293,6,23,0,0,A+,0,5,10,0,0,1,1,0,0
2023-03-11,Central,5,1,3,0,23.20835297241743,1.7221627389749679,0.5673289098196219,6,10,0,0,A+,0,3,6,0,0,1,1,0,0
2023-03-12,Central,6,1,3,0,31.48725015549765,2.2154162517725156,0.5819654840617521,4,10,0,0,A+,0,4,9,0,0,1,1,0,0
2023-03-13,Central,0,0,3,0,30.45632977035789,12.626300060751513,0.7090742969668559,6,19,0,0,A+,0,1,8,0,0,1,1,0,1
2023-03-14,Central,1,0,3,0,27.795606199592747,4.2234389948816,0.6932246028437741,4,22,0,0,A+,0,3,11,0,0,1,1,1,1
2023-03-15,Central,2,0,3,0,29.863819649672493,6.411932612924371,0.6231487325565689,6,21,0,0,A+,0,8,12,0,0,1,1,1,1
2023-03-16,Central,3,0,3,0,31.113435875995314,2.5850194048327673,0.5998464117458923,5,16,0,0,A+,0,5,11,0,0,1,1,1,0
2023-03-17,Central,4,0,3,0,30.034951719483274,4.336029045686107,0.5915054455501939,7,21,0,0,A+,0,8,8,0,0,1,0,0,0
2023-03-18,Central,5,1,3,0,29.597703306809287,5.830456939806186,0.48765847215274005,12,9,0,0,A+,0,6,3,0,3,1,1,0,0
2023-03-19,Central,6,1,3,0,25.967920546385788,2.785700727186907,0.6002394632959964,4,5,0,0,A+,3,2,9,0,0,1,1,0,0
2023-03-20,Central,0,0,3,0,23.683486317890353,1.3060589637529056,0.6041738654926027,2,21,0,0,A+,0,4,7,0,0,1,1,0,0
2023-03-21,Central,1,0,3,0,29.38933370817929,0.14708891157584172,0.5996293622220523,4,18,0,0,A+,0,5,6,0,0,1,1,0,1
2023-03-22,Central,2,0,3,0,26.480018391018703,8.176336414268725,0.5236166546295342,9,19,0,0,A+,0,4,11,0,0,1,1,1,0
2023-03-23,Central,3,0,3,0,24.45427715952715,12.91777194948803,0.6328937534412771,6,19,0,0,A+,0,2,4,0,0,1,1,0,1
2023-03-24,Central,4,0,3,0,31.531163716052905,3.906328427229487,0.5108306429545658,4,28,0,0,A+,0,4,11,0,0,1,1,1,0
2023-03-25,Central,5,1,3,0,28.54616938333827,3.6389058512692958,0.6049533186943967,6,9,0,0,A+,0,3,9,0,0,1,0,0,0
2023-03-26,Central,6,1,3,0,26.312741576015515,11.000565014952228,0.6395645324258282,6,11,0,0,A+,0,5,3,0,2,1,0,0,0
2023-03-27,Central,0,0,3,0,31.225528937600693,8.387535823097776,0.5782660493050166,4,19,0,0,A+,2,10,6,1,5,1,1,0,1
2023-03-28,Central,1,0,3,0,29.103789363728293,4.2120990240297616,0.5811336510260118,3,19,0,0,A+,5,5,15,0,0,1,0,1,0
2023-03-29,Central,2,0,3,0,27.329331690596252,2.0577474713105235,0.5868049779683024,6,14,0,0,A+,0,4,3,0,1,1,1,0,1
2023-03-30,Central,3,0,3,0,29.718931910453833,6.321217472752284,0.681523495459341,6,20,0,0,A+,1,4,14,0,0,1,1,1,0
2023-03-31,Central,4,0,3,0,24.453750564141664,1.068618071450084,0.5796313464187176,5,19,0,0,A+,0,2,9,0,0,1,1,0,0
2023-04-01,Central,5,1,4,0,27.707683939184438,0.9280729364552756,0.1219835320765218,7,9,0,0,A+,0,6,6,0,0,1,1,0,0
2023-04-02,Central,6,1,4,0,28.912849881529066,4.708522294152488,0.37254231124808423,5,6,0,0,A+,0,1,6,0,0,1,1,0,0
2023-04-03,Central,0,0,4,0,24.69027665115397,1.7192904650055958,0.24180826347111228,3,27,0,0,A+,0,2,7,0,0,1,0,0,0
2023-04-04,Central,1,0,4,0,26.76875844078155,2.345079918937988,0.037863333206463845,2,16,0,0,A+,0,6,4,0,2,1,1,0,0
2023-04-05,Central,2,0,4,0,31.210319344327726,4.006226685910263,0.17792824037563398,5,16,0,0,A+,2,3,8,0,0,1,0,0,0
2023-04-06,Central,3,0,4,0,22.261953859832843,3.030287834337031,0.18659793356336685,2,24,0,0,A+,0,7,5,0,2,1,1,0,0
2023-04-07,Central,4,0,4,0,32.17070634603489,1.6367807254102733,0.25543893008408713,7,17,0,0,A+,2,2,7,0,0,1,1,0,1
2023-04-08,Central,5,1,4,0,27.85077478399862,10.164053036542951,0.3299469065979591,9,13,0,0,A+,0,2,11,0,0,1,1,1,0
2023-04-09,Central,6,1,4,0,26.371146651084274,2.86098132411019,0.3796056247308841,5,9,0,0,A+,0,1,9,0,0,1,1,0,0
2023-04-10,Central,0,0,4,0,27.852745374238793,11.866762689162584,0.263576523611425,7,17,0,0,A+,0,4,5,0,0,1,1,0,0
2023-04-11,Central,1,0,4,0,21.5237496496756,4.713307998775576,0.229911792957047,5,22,0,0,A+,0,4,4,0,0,1,1,0,0
2023-04-12,Central,2,0,4,0,29.27882683769993,10.766931274390972,0.2800835495698089,5,20,0,0,A+,0,2,3,0,0,1,0,0,0
2023-04-13,Central,3,0,4,0,23.866610250320118,2.491156437024494,0.09976089872272736,5,22,0,0,A+,0,10,5,0,5,1,0,0,0
2023-04-14,Central,4,0,4,0,25.81550597964922,4.0618257784653045,0.20786276864430334,4,19,1,0,A+,5,6,6,0,5,1,1,0,0
2023-04-15,Central,5,1,4,0,24.54955477839675,3.8171994015780117,0.28729421297578484,7,7,0,0,A+,5,3,7,1,0,1,1,0,0
2023-04-16,Central,6,1,4,0,31.067583668056965,7.42939471465587,0.12881961793651686,12,3,0,0,A+,0,4,9,0,0,1,1,0,0
2023-04-17,Central,0,0,4,0,24.99403973611737,3.7657162688274655,0.19624703810562585,2,14,0,0,A+,0,5,8,0,0,1,1,0,0
2023-04-18,Central,1,0,4,0,27.21638151364725,4.572679830532604,0.3446024593402126,1,18,0,0,A+,0,8,9,0,0,1,1,0,1
2023-04-19,Central,2,0,4,0,28.272299525723266,4.852127929070204,0.29105598488617446,6,23,0,0,A+,0,6,12,0,0,1,1,1,1
2023-04-20,Central,3,0,4,0,27.04710969597289,2.2914762055455355,0.36209490200271166,5,19,0,0,A+,0,2,11,0,0,1,1,1,0
2023-04-21,Central,4,0,4,0,23.456913606508046,3.4602515242556873,0.2148009836376233,4,16,0,0,A+,0,6,9,0,0,1,1,0,0
2023-04-22,Central,5,1,4,0,28.223836498923855,14.191844146261833,0.22547475029703537,9,10,0,0,A+,0,4,5,0,0,1,1,0,0
2023-04-23,Central,6,1,4,0,25.315282234829027,4.168752615275935,0.25322052016003704,5,9,0,0,A+,0,2,6,0,0,1,1,0,0
2023-04-24,Central,0,0,4,0,26.991423103046554,1.9044439423995163,0.2859982673077238,6,21,0,0,A+,0,4,6,0,0,1,1,0,0
2023-04-25,Central,1,0,4,0,27.288258397961375,1.47638118404549,0.22171082067090844,7,21,0,0,A+,0,1,3,0,0,1,1,0,0
2023-04-26,Central,2,0,4,0,22.021368214337084,2.689666757092318,0.2605877205122138,3,15,0,0,A+,0,6,6,0,0,1,1,0,0
2023-04-27,Central,3,0,4,0,30.511632698928995,2.0598660381690066,0.14855888665248024,6,13,0,0,A+,0,2,5,0,0,1,1,0,0
2023-04-28,Central,4,0,4,0,27.94512899171682,6.192735201090821,0.4107004308948111,8,24,0,0,A+,0,3,10,0,0,1,1,0,0
2023-04-29,Central,5,1,4,0,25.101508152755066,4.48568317019513,0.12463533998116494,6,11,0,0,A+,0,1,4,0,0,1,1,0,0
2023-04-30,Central,6,1,4,0,27.395273631538963,1.1718225966784002,0.17478230328594263,7,9,0,0,A+,0,3,4,0,0,1,1,0,0
2023-05-01,Central,0,0,5,1,27.052791393402124,3.7952479527575687,0.23775792990350295,5,11,0,0,A+,0,6,7,0,0,1,1,0,1
2023-05-02,Central,1,0,5,0,23.38601253256019,2.3731044929559655,0.28023767983957587,6,23,0,0,A+,0,6,17,0,0,1,0,1,0
2023-05-03,Central,2,0,5,0,30.235898808385695,4.334400719678555,0.23258522452522745,4,18,0,0,A+,0,10,5,0,5,1,0,0,0
2023-05-04,Central,3,0,5,0,22.325764506418682,3.726723118247624,0.29619220620154,7,23,0,0,A+,5,6,6,0,5,1,0,0,0
2023-05-05,Central,4,0,5,0,27.058709047637873,2.756064567575401,0.3367612128743973,8,15,0,0,A+,5,4,8,0,1,1,1,0,1
2023-05-06,Central,5,1,5,0,29.541360066204707,2.3619377377155817,0.20947178432230376,10,8,0,0,A+,1,2,13,0,0,1,1,1,0
2023-05-07,Central,6,1,5,0,24.798677725649604,3.4216436047658614,0.27255646939153255,10,4,0,0,A+,0,4,6,0,0,1,1,0,0
2023-05-08,Central,0,0,5,0,29.530017985119173,1.4478664170587383,0.20693470377107362,3,15,0,0,A+,0,3,7,0,0,1,1,0,0
2023-05-09,Central,1,0,5,0,26.822875736107807,0.6498168289296049,0.2127385468113538,2,16,0,0,A+,0,7,7,0,0,1,1,0,0
2023-05-10,Central,2,0,5,0,20.479344091507098,3.4598858565561255,0.21372493613051258,6,17,0,0,A+,0,3,5,0,0,1,1,0,0
2023-05-11,Central,3,0,5,0,24.885804854667047,4.6840982601739904,0.3337852228859007,1,25,0,0,A+,0,1,6,0,0,1,1,0,1
2023-05-12,Central,4,0,5,0,23.76780558471994,1.6398712540497458,0.2530018585871679,7,17,0,0,A+,0,4,13,0,0,1,0,1,0
2023-05-13,Central,5,1,5,0,29.723065477579983,4.329213403806033,0.3036982409290959,5,7,0,0,A+,0,7,6,0,1,1,0,0,0
2023-05-14,Central,6,1,5,0,28.68622614556539,4.766794038828013,0.4314115363119404,5,5,0,0,A+,1,4,4,0,1,1,1,0,0
2023-05-15,Central,0,0,5,0,27.950473373192015,1.0311142255118455,0.2138892439228484,9,20,0,0,A+,1,3,6,0,0,1,1,0,0
2023-05-16,Central,1,0,5,0,27.469737847307066,7.267859025457638,0.12263895982068357,2,20,0,0,A+,0,3,6,0,0,1,1,0,0
2023-05-17,Central,2,0,5,0,21.023407806117923,2.03771412708452,0.23815420763617967,5,20,0,0,A+,0,6,6,0,0,1,1,0,0
2023-05-18,Central,3,0,5,0,25.55420907406361,2.9041629889074554,0.09377475759614015,3,18,0,0,A+,0,5,6,0,0,1,1,0,0
2023-05-19,Central,4,0,5,0,26.66573292760252,2.176820255849279,0.31153889664297024,7,22,0,0,A+,0,0,7,0,0,1,1,0,0
2023-05-20,Central,5,1,5,0,26.390863828896812,4.583887696949819,0.26756679417439555,5,4,0,0,A+,0,2,6,0,0,1,1,0,0
2023-05-21,Central,6,1,5,0,25.33302267271668,0.7864114764662752,0.30291025519133663,3,10,0,1,A+,0,2,4,0,0,1,1,0,0
2023-05-22,Central,0,0,5,0,27.75605065753717,3.9485552578883465,0.3024494448937106,4,19,0,0,A+,0,8,8,0,0,1,1,0,1
2023-05-23,Central,1,0,5,0,25.629501404474684,5.723081703767206,0.20070458080074444,6,22,0,0,A+,0,9,11,0,0,1,1,1,0
2023-05-24,Central,2,0,5,0,25.18658828139023,0.15406744071419734,0.1649152216452226,6,19,0,0,A+,0,4,5,0,0,1,1,0,1
2023-05-25,Central,3,0,5,0,25.9564498273362,1.7880244667448881,0.20563420754876424,2,22,0,1,A+,0,4,12,0,0,1,1,1,0
2023-05-26,Central,4,0,5,0,25.081714524074545,1.7501064298735969,0.18756532362844391,5,23,0,0,A+,0,3,5,0,0,1,1,0,0
2023-05-27,Central,5,1,5,0,21.867177031404143,6.394790357708055,0.3403192880769614,6,7,0,0,A+,0,4,10,0,0,1,1,0,0
2023-05-28,Central,6,1,5,0,21.11302121451089,9.35723874456102,0.15704524748959298,7,6,0,0,A+,0,1,4,0,0,1,1,0,0
2023-05-29,Central,0,0,5,0,29.376097936924133,2.9487960809512264,0.10788813629261643,7,18,0,0,A+,0,3,9,0,0,1,1,0,0
2023-05-30,Central,1,0,5,0,22.421847717301265,4.255153898541905,0.24291088437974662,4,25,0,0,A+,0,7,7,0,0,1,0,0,0
2023-05-31,Central,2,0,5,0,19.40775617893025,3.4018465968284404,0.2890934819573846,5,20,0,0,A+,0,8,4,0,4,1,0,0,0
2023-06-01,Central,3,0,6,0,20.621717164253994,3.939916808706615,0.2685328355389214,7,17,0,0,A+,4,6,8,0,2,1,1,0,0
2023-06-02,Central,4,0,6,0,20.39079829451268,6.835089972857109,0.16112551238274236,5,19,0,0,A+,2,6,8,0,0,1,1,0,0
2023-06-03,Central,5,1,6,0,25.236699772557916,4.226125724580011,0.18680109169059178,9,10,0,0,A+,0,2,7,0,0,1,1,0,0
2023-06-04,Central,6,1,6,0,25.502342335894138,1.7639402361507486,0.17050416983148134,7,10,0,0,A+,0,4,8,0,0,1,1,0,1
2023-06-05,Central,0,0,6,0,25.454513449059228,0.67395285364507,0.4785950738511892,8,19,0,0,A+,0,3,14,0,0,1,1,1,0
2023-06-06,Central,1,0,6,0,22.981214959410806,6.118537345580409,0.29245551504197864,2,13,0,0,A+,0,7,9,0,0,1,1,0,0
2023-06-07,Central,2,0,6,0,21.8543151783635,0.6141974174712512,0.25430020503924017,2,20,0,0,A+,0,3,9,0,0,1,1,0,0
2023-06-08,Central,3,0,6,0,25.7185123735205,5.336092552486474,0.2125618949340566,10,23,0,0,A+,0,2,3,0,0,1,1,0,0
2023-06-09,Central,4,0,6,0,21.251074006749576,5.315404256983972,0.20903508645446983,4,20,0,0,A+,0,0,9,0,0,1,1,0,0
2023-06-10,Central,5,1,6,0,24.13131274720927,2.180371091495828,0.25860273440429077,7,15,0,0,A+,0,5,8,0,0,1,1,0,0
2023-06-11,Central,6,1,6,0,25.450377737584965,3.061810957471159,0.21975685666148187,7,7,0,0,A+,0,4,5,0,0,1,1,0,0
2023-06-12,Central,0,0,6,0,20.851065957467124,1.3583254069597928,0.32492554846854305,2,21,0,0,A+,0,1,9,0,0,1,1,0,0
2023-06-13,Central,1,0,6,0,23.080276233785597,4.664647309577965,0.1852437016722138,3,23,0,0,A+,0,5,6,0,0,1,0,0,0
2023-06-14,Central,2,0,6,0,25.506579091765886,1.2889401551475743,0.18193443020938457,4,20,0,0,A+,0,8,4,0,4,1,1,0,0
2023-06-15,Central,3,0,6,0,21.32333895939565,12.683419460959,0.10100121979001639,6,21,0,0,A+,4,2,10,0,0,1,1,0,0
2023-06-16,Central,4,0,6,0,22.216517970174838,3.272857094319274,0.23557543817203727,6,22,0,0,A+,0,4,5,0,0,1,1,0,0
2023-06-17,Central,5,1,6,0,23.0856576522659,4.700753368919297,0.3132314781572938,5,8,0,0,A+,0,4,4,0,0,1,1,0,0
2023-06-18,Central,6,1,6,0,22.08964200714507,1.2431605623315087,0.18647651666409173,5,10,0,0,A+,0,1,7,0,0,1,1,0,0
2023-06-19,Central,0,0,6,0,25.680892137307175,1.0235066014428242,0.24687208630267576,6,20,1,0,A+,0,3,5,0,0,1,1,0,0
2023-06-20,Central,1,0,6,0,19.72762515194496,2.660570479920012,0.16707344201042745,6,22,0,0,A+,0,3,8,0,0,1,1,0,0
2023-06-21,Central,2,0,6,0,19.492130182841024,3.1737664122234905,0.28820885838054167,5,15,0,0,A+,0,6,6,0,0,1,1,0,0
2023-06-22,Central,3,0,6,0,21.63571021399719,11.08797125759912,0.09126854214968033,5,21,0,0,A+,0,2,9,0,0,1,1,0,0
2023-06-23,Central,4,0,6,0,17.231768773150403,4.124817664410486,0.34621606452289166,4,17,1,0,A+,0,4,5,0,0,1,0,0,0
2023-06-24,Central,5,1,6,0,18.82128953244506,3.8707726605716903,0.4048304946823288,5,8,0,0,A+,0,6,3,0,3,1,1,0,0
2023-06-25,Central,6,1,6,0,20.189042471369298,3.986508860606283,0.22836824463236463,5,1,0,0,A+,3,0,6,0,0,1,1,0,0
2023-06-26,Central,0,0,6,0,23.2720866647296,1.0520879444969993,0.2708603507312934,0,17,0,0,A+,0,1,5,0,0,1,1,0,0
2023-06-27,Central,1,0,6,0,22.722132267811613,6.496899668542788,0.3683569715081754,2,21,0,0,A+,0,4,6,0,0,1,0,0,0
2023-06-28,Central,2,0,6,0,18.76912267732882,8.777453128627412,0.3021232496515167,7,23,0,0,A+,0,7,3,0,4,1,1,0,1
2023-06-29,Central,3,0,6,0,19.48046555481735,4.238865847406631,0.36840793629711327,2,21,0,0,A+,4,7,25,0,0,1,1,1,1
2023-06-30,Central,4,0,6,0,19.936657513416876,9.291816100434124,0.054860028914190756,6,17,0,0,A+,0,5,12,0,0,1,0,1,0
2023-07-01,Central,5,1,7,0,16.063993688933245,4.915258091876692,0.2464003833885595,6,8,0,0,A+,0,6,5,0,1,1,1,0,0
2023-07-02,Central,6,1,7,0,18.833219640268073,6.187065240340727,0.19419542347229535,8,13,0,0,A+,1,1,2,0,0,1,1,0,0
2023-07-03,Central,0,0,7,0,22.585715089802395,7.995312296753335,0.19943313417528713,5,19,0,0,A+,0,5,6,0,0,1,1,0,0
2023-07-04,Central,1,0,7,1,18.231123684782848,2.7565806111443196,0.12822405798468572,6,10,0,0,A+,0,3,7,0,0,1,1,0,0
2023-07-05,Central,2,0,7,0,19.2114549373985,2.9857151288805697,0.17227049815896323,3,17,0,0,A+,0,3,7,0,0,1,1,0,0
2023-07-06,Central,3,0,7,0,18.060765505240155,1.8795221988175896,0.1837932607412271,4,13,0,0,A+,0,5,8,0,0,1,1,0,0
2023-07-07,Central,4,0,7,0,18.874822433887097,0.710530000888096,0.188073129201436,5,20,0,0,A+,0,4,7,0,0,1,1,0,0
2023-07-08,Central,5,1,7,0,19.215635739844256,0.1453397421397029,0.31097193935669487,5,8,0,0,A+,0,6,10,0,0,1,1,0,0
2023-07-09,Central,6,1,7,0,22.432118055977398,2.794170749486781,0.1938586442986574,8,9,0,0,A+,0,5,6,0,0,1,1,0,0
